HMDB,Name,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,TF,TF,TF,TF,TF,TF,TF
HMDB13336,3-hydroxyhexadecanoylcarnitine,204792.483,468085.008,352333.134,304204.914,55732.833,28800.357,288191.274,294171.585,124846.908,327880.815,21351.681,218634.969,431050.917,408397.233,411307.146,244037.676,88692.063,65631.408
HMDB06210,heptadecanoyl carnitine,407752.335,620603.541,259193.388,429087.93,139067.37,256309.791,224793.036,397899.99,265992.543,413804.877,94826.055,140674.308,371037.198,325865.022,351874.347,335877.081,325331.982,189140.502
HMDB00848,stearoylcarnitine,2617918.716,3674376.897,1555998.252,2735076.249,846655.956,1105647.681,896095.563,848492.13,1437984.081,1843678.449,755819.079,668820.525,1376847.669,2056598.316,2394491.004,1502331.279,1166453.019,1010183.019
HMDB60158,Tetracosatetraenoyl carnitine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB05066,tetradecanoyl carnitine(myristoyl carnitine),3890579.763,6608203.779,3355801.575,3712833.498,1266910.704,2174532.384,3368690.565,4362086.319,2180133.432,13427138.32,1035750.831,3538885.44,2994530.541,5225348.667,3689045.868,4544776.2,2392698.018,2064705.552
HMDB06317,trans-Hexadec-2-enoyl carnitine,3571989.264,6833976.519,3824718.126,4065660.78,1647772.347,1945451.967,5523060.729,5536532.571,2765104.173,13530008.08,1471114.578,3934276.35,2603994.669,6274137.252,3757765.062,3422880.849,3100169.961,1899933.369
HMDB06319,alpha-linolenyl carnitine/gamma-linolenyl carnitine,1664405.718,1518704.913,904384.83,1238644.695,261750.177,715994.103,508098.555,585236.856,504165.843,2341743.654,624435.144,613863.372,642622.407,1765607.445,439622.175,826807.485,1235758.65,386832.453
HMDB06469,Linoleyl carnitine/Linoelaidyl carnitine,20774724.56,21525675.38,8112231.309,14211206.4,3601697.661,7562032.185,6054508.056,6282607.26,5819701.599,15239721.66,6354043.905,4841165.283,5680521.858,19953471.75,5728742.448,13916492.72,16870977.56,2386422.9
HMDB06464,Elaidic carnitine/Vaccenyl carnitine,19935331.7,33627702.48,13324709.3,19523771.25,6399023.646,9181237.485,16536771.37,14385346.64,11097158.35,23748713.38,8452134.564,9560134.275,11612125.9,22660656.29,10663063.96,21417810.79,19414718.61,5537398.608
HMDB02250,lauroyl carnitine,3725970.243,14009031.84,7868691.132,6073399.251,3253097.19,2368505.766,5449464.117,9699343.218,2967132.588,9580616.034,1296698.313,13024698.99,3201348.672,18662068.26,6931024.449,8840540.199,3342424.413,2549873.706
HMDB60253,1-methylpyrrolinium,16121060.96,15889722.48,13657584.74,14385897.52,14456460.58,14976133.82,14821846.81,13959347.69,12611742.52,10807048.82,11841666.61,15228635.99,14821425.23,15022373.47,15938902.5,13900513.26,12151158.37,12275842.09
HMDB00123,glycine,154932619,91563190.84,77167288.19,76352252.32,116219009.8,74593290.86,116977623.1,121692210.4,163655819,149499934.9,122787727.3,54047934.16,71841999.64,79407289.97,165519246.6,80676354.43,159459837.4,91770145.13
HMDB00271,sarcosine,1240540905,840575385.6,960393662.1,904911118,848727458.3,504164589.7,773617090.2,945173884.9,929940832.2,788436365,502134552.9,514286932.2,1031526417,786363197.1,1101145298,592206528.9,951114244.4,713666142.1
HMDB00925,Trimethylamine N-oxide,56028584.05,106772672.9,156834253.1,370298724.5,68378596.13,185354600.7,570679443.1,59991567.4,248148949.3,37230042.16,115720287.8,124605368.5,392769325.2,459771522.8,102502242.7,275037894.1,236664190.5,99808574.49
HMDB02005,Methionine sulfoxide,6319693.02,4613861.127,4456887.504,8811836.484,4628146.611,5530009.719,4862235.957,4779337.422,4793035.698,4962398.187,3578096.772,3430908.543,7129136.466,3793852.506,4192867.584,5967279.987,23189683.37,5047554.246
